,tweet_id,airline_sentiment,text
8859,567795026307325952,positive,@JetBlue thanks for the upgrade😉!! so far so good. #KeepItUp http://t.co/BKmfeY7QOL
8860,567794802394406912,positive,@JetBlue @CinziannaP thank you! I like the quick response on Twitter!
8861,567794198095872001,positive,@JetBlue This could be the beginning of a BLUEtiful relationship :) #lifeneedsfrosting
8863,567792966690168832,negative,@JetBlue why are we delayed :( flight 1601
8864,567792296654299137,negative,"@JetBlue continue button generated a trip to ""plan your trip page""
regardless of how far along I was in Flight Booking Problems process
hint: the end of it"
8870,567783456420012032,positive,@JetBlue Haha you're doing everything right! Don't change a thing! Slash this Twitter engagement just makes you even cooler! #bestairline
8876,567778149132664833,positive,@JetBlue great smooth flight too! 👏👍
8882,567773326631821312,positive,@JetBlue Thank you for the service credit. And to @PamGrout for positive thoughts.
8883,567773176031145984,negative,@JetBlue I'll give u a chance but I don't think I'll fall for it #backtodelta
8886,567772565956222976,negative,@JetBlue @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should
8887,567772012735922176,negative,@JetBlue @KyleJudah I just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a
8888,567771662167179264,negative,@JetBlue heard about the charge for 1st bag and tighter seats - no need to be a loyal JB customer anymore!
8890,567770698111852544,negative,@JetBlue Is there something going on with your alerts? Flight's been delayed several times for my parents and i'm not receiving any alerts.
8891,567769879759962112,positive,@JetBlue I will. I love flying with you all. Great service.
8895,567768330624372736,positive,"@JetBlue Thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksDave http://t.co/iNNP0Kkyby"
8897,567766755797389312,negative,"@JetBlue hard to tell, but was told wifi only worked for one side of the plane."
8899,567766269810581505,positive,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_
8900,567765664459669504,negative,"@JetBlue, I normally ❤️ you, but this Late Flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly"
8901,567763818257063937,negative,@JetBlue @KyleJudah It doesn't matter who you directed me to. It's the principle of the matter. When I gate checked the stroller it was
8902,567761644802293760,positive,@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!
8903,567760693643214848,negative,@JetBlue 117 days maybe.
8906,567758927111401474,positive,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat
8907,567758699574226944,positive,"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat"
8909,567758065320361985,positive,"@JetBlue @JayVig YES! Great real-time example. Thanks for being awesome, #JetBlue! #JVMChat"
8912,567756085583302656,positive,@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!
8913,567755768037130241,negative,@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers
8916,567752625647394816,negative,"@JetBlue glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated, it was a nightmare."
8917,567750136223518720,positive,@JetBlue Thank you!
8920,567747668512735232,negative,@JetBlue as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue
8922,567743028215836672,positive,@JetBlue huge fan of great brands and people doing great things… you guys rock happy to share the love!
8923,567742238562975745,negative,"@JetBlue Been dealing with a Cancelled Flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see Ella perform lol"
8924,567740211384168448,positive,"@JetBlue tough choices but I did all simultaneously! As a business traveler, best experience in a long time. #wishmyflightwaslonger #what"
8925,567740053967736832,positive,@JetBlue thanks!! Great service in #T5 already! #lovejetBlue
8926,567739036425805824,positive,@JetBlue I did...#FlyFi worked well and was free aboard this flight
8927,567738388980068352,negative,@JetBlue and they are telling me I got to get another hotel and food...so spend more money because you guys made me miss my connection
8928,567738171215994880,negative,@JetBlue already spent $300 to stay at hotel last night due to you guys rescheduling my flight. Since my Cancelled Flightation I've spent almost $500
8929,567737909072367616,positive,@JetBlue Seems very likely.
8930,567737803060940800,negative,@JetBlue they are rude and unhelpful. They suggested I catch a flight tomorrow I was supposed to be home today at 2 am and work is waiting
8933,567734644515536896,negative,@JetBlue why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.
8937,567733834964156417,negative,@JetBlue I do not want to deal with your customer service agents with no practical knowledge.Provide me with a direct contact.
8938,567733251620356096,negative,@JetBlue Got flight reschedule to flight form PIT to FLL and our flight had mechanical problems so we were delayed an hour Missed my connect
8939,567732811772080129,positive,@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline 😞
8943,567729368110096385,negative,@JetBlue my request has nothing to do with rescheduling. But customer service has such a bad attitude today. #badservice
8944,567728800864010242,negative,@JetBlue busy due to storm but customer service should always be on point. More so now than ever #getittogether
8946,567727883993358336,negative,@JetBlue oh hell no. I'm not waiting again to get hung up on after speaking to 2 #rudeservice people
8948,567727526777073664,positive,@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?
8950,567727329783582720,positive,@JetBlue Thank you!
8953,567724950556258304,negative,@JetBlue Is today's JetBlue Flight 918 (NYC-&gt;BOS) delayed? My app says on time and the website says it's not...
8955,567719957686136832,negative,@JetBlue please provide me your direct email for me to explain.
8958,567696188602712064,negative,@JetBlue A flight delay due to pilots oversleeping is apparently an uncontrollable irregularity that is not eligible for delay compensation.
8959,567695310860730369,negative,@JetBlue sitting on the plane in JFK waiting to take off doors are open catering is stocking up we are delayed but they couldn't be nicer
8962,567671602280923136,positive,@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :)
8964,567590027375702016,negative,@JetBlue is REALLY getting on my nerves !! 😡😡 #nothappy
8967,570310144459972608,negative,@USAirways and when will one of these agents be available to speak?
8970,570308799950692353,negative,@USAirways just hung up on me again.  Another waste of an hour of my time.  How am I supposed to book a one way award flight?  #badwebsite
8972,570307605631012864,negative,@USAirways you're killing me from the inside
8973,570307109218340865,negative,@USAirways is not the new @AmericanAir is more like the new @SpiritAirlines. Love AA. Not impressed with the subpar planes and gate agents.
8974,570307011981783040,positive,@USAirways we were moved to a delta direct. Thank you for the accommodations!
8976,570306715880706049,negative,@USAirways flight 645 to Phoenix deboards passengers going to Salt Lake City because they can't resolve a simple bathroom issue. #fail
8977,570304779412508673,negative,@USAirways always fun to get screwed out of an earlier flight (that isn't full) #crummyservice #whydidntiflysouthwest #goodluckamericanair
8979,570304445336178688,negative,@USAirways ok...i know doors close ~10 minutes before takeoff. stop telling me my flight will leave in 20 minutes when we haven't boarded.
8980,570304440017788929,negative,@USAirways I finally got through on the phone after a 2 hour wait time.
8981,570304244001193984,negative,@USAirways Been stuck for 40+ minutes due to lavatory issues. No beverages. No snacks. No customer service. Flt 645 to PHO... #fail #refund
8983,570303720308809728,negative,@USAirways I've been on hold to change a date on a ticket for over 3 hours. Can someone please assist me? Unacceptable.
8984,570302717085790209,negative,@USAirways thanks 4 making it impossibly expensive 2 change 2 a flight leaving less than 24 hrs earlier than my reservation #1lesscustomer
8986,570300325917270018,negative,@USAirways I cant get anyone on the phone to help with award travel.Purchased extra miles and 10 minutes Late Flightr the miles needed was raised.
8987,570298036938772483,negative,@USAirways Why haven't you issued a travel advisory for Charlotte Wednesday night and Thursday? 4-6 inches of snow.
8990,570296516314845185,negative,@USAirways thanks for making me miss my meeting in Dallas. 700 dollars down the toilet 😊
8994,570295637708816384,negative,"@USAirways ur ""response"" was: my ""inconvenience was of no matter."" U wanted me sit for 3 xtra nights in the city w/out comp! #donotflyusair"
8999,570293289045364736,positive,"@USAirways getting sorted, thanks"
9003,570290421336813568,positive,@USAirways thank you!!
9006,570288981847502850,negative,@USAirways - been standing at the gate for 45 min trying to go standby bc I will miss my connection. No help! Do NOT fly US AIRWAYS!
9007,570288667790594048,negative,"@USAirways after being assured by the pleasant woman at gate B11 in Albany, NY that life's not perfect, I'd heard enough."
9012,570286925556424705,negative,@USAirways There is an error w/ my preferred status &amp; I'm not able to reach an agent via phone. Travel Friday. Need resolved - contact info?
9013,570286345454800896,negative,@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround
9014,570286290203070465,negative,@USAirways already did it. One person said they couldn't do anything another said she didn't know why the first person we talked 2 said that
9015,570286035118071808,negative,@USAirways @AshleyKAtherton Over an hour on hold so far
9016,570285320085880832,negative,"@usairways RT @Dmoukdarath: Nice, another delay with @usair second one this trip. Left engine leaking...what's next?? #USAIR #nothappy"
9017,570285070184898561,negative,@USAirways I want to love you! 43 minutes on hold! Help me understand why I switched loyalty programs. http://t.co/cHGy5yrVka
9019,570281232287731712,negative,@USAirways 44 minutes on hold so far. And still haven't spoke to a human. Never using you again.
9021,570280737951375360,negative,@USAirways You have no idea how upset and frustrated I am right now. I'll be sure to follow through with never flying with you again.
9022,570280653389996034,negative,@USAirways how can a person go from number one on a standby list to number twelve in three hours?  Should I be super platinum diamond status
9024,570279106090274817,positive,@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam
9030,570276878788861953,negative,@USAirways Need to talk to a person about my bag. Waiting on hold for two hours. Bag s!b delivered last night. Online says not found.
9032,570276681551732736,negative,@USAirways I don't want your sympathy I want someone to make an effort to find my bag
9033,570276439829774336,negative,"@USAirways She spoke with someone this AM and was told that breast pumps aren't medical equipment and that she should have ""planned better."""
9035,570274750821486592,positive,@USAirways thank you very much.
9037,570274302118858752,negative,@USAirways - First impressions are hard to reverse.  A horrible first experience with you.  Will never fly with you again!!!
9039,570273880486629377,negative,"@USAirways not going as planned is an understatement. My flight was just changed AGAIN. If it weren't for a family emergency, I'd Cancelled Flight."
9041,570272465299083264,negative,@USAirways sadly that didn't help me at my meeting at work today seeing as my presentation was in there! Major strike against me!!!
9043,570272154635374592,negative,@USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped
9047,570270772746461186,negative,"@USAirways 167 minutes?  ""Im not trained in that"". Cmon. Can't you do better than that?"
9049,570269976042573824,negative,@USAirways any direct number to dividend miles account info? Every Time I try them I get actually hung up on
9051,570267781859557377,negative,@USAirways but I've been trying to call them since yesterday and I keep getting hung up on? Can you get me through to them??
9058,570262676481421312,negative,@USAirways 2day: no coffee &amp; 1 working toilet.  Then I read domestic airlines whining re: foreign competition.  Coincidence?  No  #openskies
9062,570258435448688641,negative,"@USAirways I've been on hold to rebook a Cancelled Flighted flight for over two hours. I know weather has a huge impact, but you should anticipate."
9063,570258209534922752,negative,"@USAirways Been on hold for over 5 hours! I believe I was overcharged $200 for my flight, I need an immediate explanation. HELP"
9066,570256300556165122,negative,@USAirways still on hold...1 hr 27 mins....thank god for chairman status. status match @Delta?
9068,570253865066602497,negative,@USAirways has the worst customer service. Can't even get through to a rep you gotta be kidding me
9069,570252052099678208,negative,@USAirways @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing.
9070,570251909447192577,negative,@USAirways @Beamske how about a real live person talk to the person whose luggage was lost for 4 days and vacation wrecked . @yorkshire2002
9071,570250989305004033,negative,@usairways is your clt departures delayed? Hoping I can make my connection after a lengthy take off delay and endless taxi-ing here at clt
9072,570250443034640384,positive,@USAirways I'm glad @Beamske retweeted otherwise you would have to ignore the numerous tweets I sent. You all are fucking amazing
9073,570249204767055872,negative,@USAirways So frustrating because I still have not gotten them back. Why my bag was sent to NY is a mystery!  Shame on me this time!
9074,570248954572619776,negative,@USAirways I will NEVER travel US Airways again. Flew in from LA to DC last night and for the 2nd time on this airline my bags didn't arrive
9075,570248242853773312,positive,@USAirways haha no worries you guys are the best!  +1 for spelling my name correctly
9076,570247763704868864,negative,@USAirways like they will call me? I'v been trying since yesterday and no one is answering...
9077,570245576815546368,negative,"@USAirways your CSR in PHL suck.   Flt 3883 gets cx'd,  i get rebooked to the next day?  On standby for 4011. Not hopeful."
9078,570243874062503936,negative,@USAirways HELLO!! Is anyone behind your twitter account? #badcustomerservice
9079,570242474750423040,negative,@USAirways I keep getting hung up on. PLEASE respond so I can book a ticket with you. I won't be able to buy one unless I speak to someone!
9080,570242452092813312,negative,@USAirways hey!!  Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS
9082,570241590758920192,negative,"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?"
9084,570239546673238017,negative,"@USAirways Been on hold for 40 minutes, calling because my flight is delayed.  This type of service in not acceptable."
9085,570237453229019137,negative,@USAirways been on hold for 2 hours for something which I could have done in less than 1 minute if it was available.Your site UX is awe full
9087,570236313393373186,negative,@USAirways i understand that but i should still be able to view my reservation online....
9089,570235609933078529,negative,"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?"
9090,570232671353376769,negative,"@USAirways OK we are on DAY 11 trying to  book a flight for 4.  Ur system STILL says ""due to weather….call back Late Flightr""  #outofbusiness ?"
9091,570231786824994816,negative,@USAirways Thanks again for ruiningmy vacation.  You all are the best for this.  Could not have done it without you.
9092,570231607757381632,negative,@USAirways @AmericanAir our honeymoon was delayed a day because a gas cap was not screwed on! Flight 1801- so frustrating!
9093,570230527032229889,negative,@USAirways Your policy needs a serious revision for babies.  Fortunately I have choices and choose @Southwest from here on out.
9094,570229647713148928,negative,@USAirways still ignoring my question. #USAirways consistently providing poor customer service.
9095,570229176621510659,negative,@USAirways they have all of this at hotels. Still don't have my work folder or business casual clothes. #worst http://t.co/JIEYCat1Ek
9096,570226365410230272,negative,@USAirways oh I got right through to an agent. They just kept putting me on hold and still didn't fix the problem
9097,570226104839090176,negative,@USAirways There is no reFlight Booking Problems the event I'm flying to attend. Waiting for jetway driver??? STILL ON TARMAC???
9098,570225817873227776,negative,@USAirways Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst
9099,570224746652160000,negative,@USAirways been trying for weeks no use
9100,570223944260849664,negative,@USAirways should give me free baggage for this mess
9102,570223460632403969,negative,@USAirways I really feel like your company needs evaluate their policies &amp; realize that transfers should be possible for tickets
9104,570222481618948096,negative,@USAirways seriously???  did you not see that I've spent 2 days - for multiple hours on hold just to have to hang up after the hours?
9109,570217450874146818,negative,@USAirways. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature!
9112,570214488739225601,negative,@USAirways can you DM please in regards to update on lost bag please.
9113,570213946348560388,negative,@USAirways need to retrain US 3837 lead flight attendant and gate agent at arrival MKE 2/23.  Horrible attitudes toward helping customers.
9114,570213783085432832,negative,@USAirways Youre batting .1000. Every flight Ive taken is delayed. Worst airline. ever.
9115,570212087223287809,positive,@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!
9116,570208640520622080,negative,@USAirways why aren't you updating flight status/delays?
9117,570208313163550721,negative,@USAirways They're also saying the CLT flights are delayed but you're not showing it in your system which makes it impossible to figure out
9118,570208172289474560,negative,"@USAirways nope, they just announced we're headed back to the gate."
9119,570206113783795713,negative,@USAirways pretty sure we didn't actually take off at 7:10 http://t.co/vuxf4r4Unu
9120,570205604314255360,negative,@USAirways well then that is a horrible flaw in your system. 2 hours in the past day I've wasted. I've got a job &amp; family this is crazy
9122,570204219191504896,negative,@USAirways just wasted another hour of my life on hold. this is insanity. there has to be another way to use my voucher as payment online
9124,570203037823836160,negative,"@USAirways @united two broken airplanes, two days Late Flightr and I'm stranded after a funeral and missing out on my last semester of #college. 👍"
9125,570199481943261184,negative,@USAirways @AmericanAir Day 3 &amp; still no luggage Chkd http://t.co/MbLTALr4BS STATUS=AWAITING ASGMNT TO DRIVER Since yest 10:15am
9126,570197883716300800,negative,@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head
9127,570197868813918208,negative,"@USAirways asked her why needed to take yellow tag off. She said, ""because I told you to!"" Expect a personal apology from her- unacceptable!"
9128,570196428364111873,negative,"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question"
9131,570190931321757696,negative,@USAirways I've been on hold for 41min. Just trying to change my reservation.
9133,570184073139912704,negative,@USAirways I just spent 3.5 hours and got nowhere. Entire experience #epicfail
9134,570181464773562368,negative,@USAirways Changing my flights with no explanations and still don't have a confirmation. So disappointed in the service
9136,570157409458642944,negative,@usairways I will make sure to never use your incompetent airlines again. My luggage has been out for delivery for 24 hours.
9137,570157210183069696,negative,"@usairways My flight was Cancelled Flighted Saturday. Why was my luggage not at the airport? Today, I'm supposed to have it delivered. Pathetic"
9138,570156989541687296,negative,@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.
9139,570156777297350656,negative,@usairways Thanks so much for ruining my vacation. I really couldn't have done it without you.
9141,570151703410053120,negative,@USAirways some flexibility on your part would be nice. This is why I love @SouthwestAir. They're flexible &amp; not trying to take all my $.
9144,570120432453615617,negative,@USAirways it doesn't take 6 days to respond to an already open case!
9145,570119853312311296,positive,"@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job."
9146,570114300888678401,negative,@USAirways are people going to answer our calls?
9147,570114273021534209,negative,@USAirways pilot forgets to show up to work and Ricky J (gate agent) gives customers attitude. #usairwaysfail
9148,570110504254857217,negative,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail
9150,570109961511895040,negative,@USAirways is utterly unreliable! They didn't schedule a pilot for their US624 flight out of Seattle - flights are delayed #usairwaysfail
9151,570109219078152193,negative,@USAirways yes but again valuable time has been lost
9152,570108987284197376,negative,@USAirways I don't like being lied to. No bad weather in dc md va. I've been stuck in CA all day and should've been home by now. You owe me.
9153,570108377029685248,negative,@USAirways yes it landed at 11:40am. Should not take another 12+ hours to go 40 min drive. Was assured I would have this am.
9154,570106579879645185,negative,@USAirways the disappointment was not the bag but that it arrived before me and I was kept 12 hrs without options in IAH
9155,570105696219308033,negative,@USAirways can't get back lost time
9156,570104704241307649,negative,@USAirways flt 1820 2rsw could have extended the courtsey of waiting 2min 4 10 of us.... gates closed in r faces.  Ur fired
9157,570104544622981122,negative,@USAirways - thanks however I feel like the system has failed me -- what is the solution?
9158,570101746590093312,negative,@USAirways my bag landed 1 day Late Flight at sfo at 11:40am. How can it be 10:01pm and I still don't have it? Flight 719 2/22/14
9159,570098159076171776,positive,@USAirways thanks very much! I got thru on the phone &amp; everything is fine. Just love the website &amp; app ! Thanks for working on it!
9160,570097596913623040,negative,"@USAirways thanks for nothing. Bought two tix through you to Disney and my friend can't go and now I have to eat the 400, plus 600 for new 1"
9161,570091270334509056,negative,@USAirways Hi. I'm in LGA but my luggage is in CLT. Have been told to come back tomorrow to collect. Do you guys want to cover my taxi fare?
9162,570085837821632512,negative,"@USAirways  Instead of fair treatment, I got a nasty letter from a lady in senior management that illness forfeits miles like death."
9163,570085644015419393,negative,"@USAirways  A few years ago I lost over 50,000 miles bc I was physically unable to fly during the period.  I submitted a doctor's note."
9164,570085487261700096,negative,@USAirways  I've never been treated this badly
9165,570085423801888768,negative,@USAirways  I'm glad this airline is going to be swallowed by American!!! American always picks up the phone and solves problems.
9166,570085229576265728,negative,@USAirways  Three months and my miles haven't been credited.  No one is going to read the email I sent.
9167,570085132251598850,negative,@USAirways   My email gets me a canned response that it takes 10 days for mileage to get credited --- It's been three months and my miles
9170,570084406204997632,negative,@USAirways   No one picks up the phone all day/  no opportunity to leave a voicemail
9171,570084337099673600,negative,"@USAirways  Instead, the miles are credited to an account that i did not open
-- My request to merge the accounts is denied"
9172,570084217301962752,negative,@USAirways No I was there 12 hrs early! Send me an email to share my experience You don't want this blasting here.
9173,570084200235335680,negative,"@USAirways  I open the credit card and earn 44,000+ miles, and you wont' credit the miles to my account to restore the forfeited miles"
9174,570083998380232704,negative,@USAirways  you took the miles out of my account and told me that I could restore by paying $150 or opening a credit card
9176,570083548364992512,negative,@usairways - It's all automated and no one cares to understand the problem I'm having
9177,570083458925490176,negative,@USAirways screwed me up big. 1st flight 1hr Late Flight. Made it to 2nd flight. CSM daryl wouldn't let me on the plane because we were (1/4)
9178,570083021099032576,negative,"@USAirways Houston hub Aa T. Employee the bag is not here, It made it to Pa before me! Oops not your problem http://t.co/Uld0hWFkfo"
9179,570082431304392704,negative,"@USAirways charged my card 11 times for one airline ticket, now card is on security hold"
9181,570081545211375616,negative,@USAirways I've flown US Airways at least five times. Every single time has been like this. Actions speak louder than words.
9183,570079855821389824,negative,"@USAirways membership has no privileges anymore - my son is in the army, short window to see him - NO help."
9184,570079508797243392,negative,@USAirways honestly - how is it quickly as possible I've been on hold sine 9:50pm? Everyone that answers has to send me to someone else.
9187,570078280591781888,negative,@USAirways really???  NOT ONE OF THEM CAN BOOK DIVIDEND MILES TRAVEL - Literally on hold now since 9:50pm - it's 11:30pm #NoExcuses
9188,570078102551834624,negative,"@USAirways yeah I know that but that doesn't get me my money back does it, everytime I fly with you something bad happens."
9191,570076827135246336,negative,@USAirways is the worst. I have to pay $200 just to NOT take my first flight in a round trip! Otherwise they'll Cancelled Flight my whole flight.
9192,570075916430397440,negative,"@USAirways if it was so important, why did I wait on hold and then get hung up on by your computer?  #disappointed"
9194,570075456302649344,negative,@USAirways terrible service
9195,570074662086045696,negative,"@USAirways Disgusted with your poor customer service. U wrongfully remove &gt; 65,000 miles from my Dividend Miles and no live person,"
9196,570074077383102464,negative,@USAirways Please hold flight US 639 in Phoenix! I'm a weary traveler stuck on another flight because the tarmac is having issues!
9197,570073507465469952,negative,"@USAirways - No live person to speak with all day at Dividend Miles, after they wrongfully took over 65,000 miles out of my account."
9198,570073473952968705,negative,@USAirways my frustrations are the result of multiple experiences Late Flightly. Currently lost luggage. I want to talk to a real person.
9199,570072227942674432,negative,"@USAirways cust svc means nothing! So disappointed. Trying since 730a to speak to a human I get bad weather not bad service.
#socialtantrum"
9200,570071350133579776,negative,"@USAirways yes, but I had to pay more for another flight to get me out tomorrow since there weren't anymore for tonight...not fun :-/"
9203,570070449406812160,negative,@USAirways it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways ++
9206,570067865946234883,negative,"@USAirways was transf, held 15-18 min more b4 agent answered and helped. By time I got to person fare I'd seen was gone.  Had to get supv."
9207,570064017022181376,negative,@USAirways you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.
9208,570063683256242177,negative,@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.
9209,570061827100422144,negative,@usairways that wasn't the issue. Someone finally helped on the phone. Now theres a website error that won't let me process my request. SMH
9210,570061033253023744,negative,@USAirways you say to call travel agency and they say we cant refund because usairways didnt accept this.
9211,570060873328414721,negative,@USAirways ... I f@$%ing hate you.
9212,570060752926728192,negative,@USAirways travel agency said that if usairways accept we will refund money i dont understand why dont u refund
9215,570058295689523200,negative,"@USAirways finally spoke with someone. I have to email the refund dept. I love you guys, but 6 hours in line to be told no dice sucks."
9217,570057520162721792,negative,@USAirways well I thought they had hours ago but just found out that no I do not have a seat
9218,570056984986300418,negative,"@USAirways : Was on flight 2046 BOS-CLT on 2/22, awful experience, exit row seat was so narrow that I could not move my legs! Unacceptable."
9219,570056859698270208,negative,"@USAirways yes, but we were answered and put back on hold while they were to check on our request..  50 mins Late Flightr nothing!"
9220,570056533356224512,negative,@USAirways   Not good. On hold for over an hour. http://t.co/wSgYckCIIO
9224,570052124010278912,negative,@USAirways I've been on hold for over an hour.  Not doing so well in the customer service department.  #weak
9225,570051488875020288,negative,@USAirways - 53 minutes on hold for a reservation?
9227,570048851295383552,negative,@USAirways #DividendRewards Urgently need to speak with a CS rep. My 50K miles havent shown &amp; I've fulfilled all reqs. Flight Booking Problems flights today
9228,570048275367079937,negative,@usairways I've been on hold for over an hour only b/c my CC miles aren't showing up. What a mediocre combo of cc &amp; airline #SwitchingBoth
9229,570048188830216192,negative,@USAirways I am a premium #DividendMiles #cardholder. Unacceptable 4 you to #hangup my #customerservice call twice after putting me on hold.
9230,570047737347088384,negative,@USAirways I bougth ticket same fligths twice and you dont refund money it is big problem other company refund money why dont u pay back
9231,570047733236695040,negative,@USAirways @AmericanAir now this is beyond ridiculous. Some steering problem delays us again. #neveragain  it's no wonder you had to sell
9232,570045890750230529,negative,"@USAirways hi, Im trying to speak with someone to book travel for a minor. The phone keeps disconnecting. Please advise. Website wont allow."
9233,570045818205384704,negative,@USAirways did a pre schooler develop your app? The thing crashes every single time.
9234,570044019897556994,negative,@USAirways and @FlyKnoxville - bad weather should not be an excuse for not following established luggage procedures. #NoClothesNoInfo
9236,570043569605648385,negative,@USAirways #FAILINGYOURCUSTOMER ONE BY ONE
9237,570043114058076160,negative,@USAirways @PhilaCarService looks like a long trip from cancun to philly? 9 hours Late Flight? Seriously?
9238,570042796624777216,negative,@USAirways. Yet another delay/missed connection....and your customer service has an attitude with me? Wow.
9239,570038112166002688,negative,"@USAirways 1,223.22 of unusable funds. Will not book with you again. #usairwaysfailscustomers"
9241,570033719609827328,negative,@USAirways #NoService good luck trying to reach a human!  Twice sat on hold for over 50 mins...  #neveragain
9242,570033554492690432,negative,@USAirways every single time i fly you guys i am delayed at least 30 minutes. Every time. On flight 5612 out of #CLT to nola.
9243,570030761539182592,negative,@USAirways is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom? I was shocked listening
9244,570030590466121728,positive,@USAirways good work by flight 1798 crew.  #Chairman's recognition even in coach.  Too many #missedupgrades Late Flightly.  What's up with this?
9245,570030173300658176,negative,@USAirways changed our flight 6 times in 1 trip. Bumped to @Delta now &amp; having great experience. Never. Flying. US Air again. Never.
9246,570030083093729280,negative,@USAirways I can't wait to never fly with you again. Always delayed. Always lose my bag. Rudest people on the planet. Southwest is the best
9248,570024174162485251,negative,@USAirways sat on the ramp for 45 min and missed my connection. No one seems to concerned at usairways.
9249,570023602793238528,negative,@USAirways It's very difficult to work with Baggage claims when they don't answer the phone
9250,570023318251642883,negative,@USAirways I lost an ID on your plane and having trouble finding a contact for your lost and found in Cleveland Hopkins Airport. Please Help
9251,570022626724220928,negative,@USAirways I have better Intel than she does!  She said plane is due in at 630.  Flightaware and your own app say 645
9252,570021943899877377,negative,"@USAirways not likely, flightaware says plane is still in Durango and hasn't departed."
9253,570021485466685440,negative,"Too little, too Late Flight. You suck RT @USAirways: @mitchsunderland Oh no, Mitchell. Our agents are happy to offer you available options."
9255,570020147827752961,negative,"@USAirways should, but didn’t."
9259,570019459244691456,negative,@USAirways i have been patient.. especially the first time. i will never fly with you again
9260,570019234505474049,negative,@USAirways seriously? Every flight I have had the past 2 days has been delayed. Every single one. Terrible
9261,570018892031991808,negative,@USAirways I just want to be heard and to discuss the many issues on my trip
9262,570018836239364096,negative,@USAirways what's up with flight 5545 no gate agent or plane at PHX B18?  Nice customer service.
9264,570017458742030336,negative,@USAirways I’m still disappointed that it is apparently ok for a Flight Attendant who isn’t up on current policy to argue with a traveler.
9265,570015794387685376,negative,@USAirways yes I know the industry procedure on baggage. Thanks for helping..... 😉 what about the impossible connection that started this?
9266,570015715530395648,negative,@USAirways I agree but per the captain this issue happened before boarding &amp; we all sat in the plane for almost 2 hrs
9267,570015470570639360,negative,@USAirways and despite tailwind… Will still be Late Flight.
9268,570015373447159808,negative,@USAirways 1500 characters are not enough to convey the issue. Was directed to emailmailto:customer.relations@usairways.com unmonitored. BAD
9270,570013961808187393,negative,"@USAirways i have and you have not been able to locate them, its insane. i trust you and PAY you to look after my things and you lost them."
9271,570013535696232449,negative,@USAirways and yet the Flight Attendant argued with me over Exec Plat benefits...
9272,570013472093642752,negative,@USAirways please stop asking me each week to place my bag in the size check #ITFITS http://t.co/AUrn07pWD4
